ELEVATION,INFLOW,OUTFLOW,year,month,d
1111.4,12750.0,14425,2009,2,27
1111.43,12853.0,10246,2009,2,28
1111.36,13062.0,15275,2009,3,1
1111.26,13348.0,17285,2009,3,2
1111.16,12532.0,15514,2009,3,3
1111.07,13066.0,13570,2009,3,4
1111.0,12895.0,14555,2009,3,5
1110.97,12718.0,12280,2009,3,6
1110.88,12865.0,15598,2009,3,7
1110.75,12789.0,17255,2009,3,8
1110.59,12472.0,18017,2009,3,9
1110.46,12268.0,17110,2009,3,10
1110.32,12541.0,17458,2009,3,11
1110.27,12568.0,13179,2009,3,12
1110.2,12584.0,15869,2009,3,13
1110.25,12436.0,8075,2009,3,14
1110.24,12308.0,11667,2009,3,15
1110.18,11621.0,13840,2009,3,16
1109.96,11666.0,20144,2009,3,17
1109.81,12362.0,18051,2009,3,18
1109.66,12431.0,18250,2009,3,19
1109.47,12380.0,19852,2009,3,20
1109.32,12513.0,17630,2009,3,21
1109.16,12459.0,17532,2009,3,22
1108.98,11998.0,19058,2009,3,23
1108.76,12126.0,20055,2009,3,24
1108.54,12742.0,20977,2009,3,25
1108.33,12757.0,21413,2009,3,26
1108.04,12632.0,24128,2009,3,27
1107.84,12468.0,19628,2009,3,28
1107.8,12332.0,13224,2009,3,29
1107.57,11515.0,18380,2009,3,30
1107.4,11662.0,17707,2009,3,31
1107.2,12105.0,20536,2009,4,1
1107.04,12255.0,15186,2009,4,2
1106.89,12348.0,19565,2009,4,3
1106.72,12193.0,19205,2009,4,4
1106.55,12147.0,19019,2009,4,5
1106.33,11444.0,19288,2009,4,6
1106.13,11430.0,17682,2009,4,7
1105.98,12115.0,16985,2009,4,8
1105.86,12052.0,17047,2009,4,9
1105.75,12011.0,14885,2009,4,10
1105.66,12146.0,16673,2009,4,11
1105.54,12147.0,16386,2009,4,12
1105.34,11655.0,19189,2009,4,13
1105.06,11523.0,21689,2009,4,14
1104.81,12078.0,21184,2009,4,15
1104.68,12073.0,17507,2009,4,16
1104.37,12143.0,22483,2009,4,17
1104.19,12124.0,19059,2009,4,18
1104.02,12088.0,19455,2009,4,19
1103.77,10511.0,21305,2009,4,20
1103.57,12380.0,22331,2009,4,21
1103.35,12474.0,20105,2009,4,22
1103.17,12556.0,18604,2009,4,23
1102.94,12442.0,20204,2009,4,24
1102.78,458.0,19166,2009,4,25
1102.59,12377.0,19266,2009,4,26
1102.29,11716.0,23138,2009,4,27
1101.94,11486.0,25560,2009,4,28
1101.59,12211.0,24872,2009,4,29
1101.26,12228.0,24411,2009,4,30
1100.97,12254.0,22364,2009,5,1
1100.88,12101.0,15982,2009,5,2
1100.73,12399.0,15948,2009,5,3
1100.6,12253.0,18473,2009,5,4
1100.42,12262.0,17745,2009,5,5
1100.2,12405.0,20140,2009,5,6
1100.01,12448.0,20860,2009,5,7
1099.88,12327.0,1995,2009,5,8
1099.83,12257.0,1994,2009,5,9
1099.85,12143.0,1993,2009,5,10
1099.66,11754.0,17442,2009,5,11
1099.62,11355.0,10889,2009,5,12
1099.52,12069.0,15729,2009,5,13
1099.39,12152.0,14640,2009,5,14
1099.31,11871.0,14064,2009,5,15
1099.24,11877.0,13005,2009,5,16
1099.19,11863.0,11948,2009,5,17
1098.96,11430.0,17561,2009,5,18
1098.78,11124.0,18656,2009,5,19
1098.62,11755.0,15129,2009,5,20
1098.56,12004.0,13608,2009,5,21
1098.5,12023.0,12656,2009,5,22
1098.44,11624.0,13247,2009,5,23
1098.39,9987.0,9557,2009,5,24
1098.33,10322.0,11974,2009,5,25
1098.1,9897.0,17756,2009,5,26
1097.91,9668.0,17671,2009,5,27
1097.65,9593.0,20900,2009,5,28
1097.26,9609.0,23693,2009,5,29
1097.01,9609.0,20689,2009,5,30
1096.92,9559.0,11258,2009,5,31
1096.82,9520.0,11761,2009,6,1
1096.68,11112.0,13160,2009,6,2
1096.63,11993.0,11492,2009,6,3
1096.56,12046.0,14655,2009,6,4
1096.47,12138.0,11551,2009,6,5
1096.45,11990.0,10843,2009,6,6
1096.43,12259.0,10637,2009,6,7
1096.37,11733.0,11880,2009,6,8
1096.26,11288.0,14573,2009,6,9
1096.11,12192.0,14901,2009,6,10
1096.01,11912.0,15456,2009,6,11
1095.89,10717.0,14801,2009,6,12
1095.76,9957.0,15997,2009,6,13
1095.73,13049.0,11247,2009,6,14
1095.63,11421.0,13454,2009,6,15
1095.47,10915.0,15704,2009,6,16
1095.49,11815.0,8976,2009,6,17
1095.48,13007.0,11103,2009,6,18
1095.41,13704.0,11236,2009,6,19
1095.5,13661.0,7666,2009,6,20
1095.63,13636.0,6371,2009,6,21
1095.61,12866.0,11898,2009,6,22
1095.56,12205.0,12305,2009,6,23
1095.49,13632.0,13877,2009,6,24
1095.53,13930.0,10212,2009,6,25
1095.42,13991.0,16818,2009,6,26
1095.36,14117.0,14451,2009,6,27
1095.38,14022.0,11734,2009,6,28
1095.34,13325.0,13137,2009,6,29
1095.26,12453.0,15899,2009,6,30
1095.2,13522.0,12298,2009,7,1
1095.19,13253.0,11700,2009,7,2
1095.2,14398.0,11104,2009,7,3
1095.25,14462.0,9655,2009,7,4
1095.3,14744.0,10768,2009,7,5
1095.25,14006.0,13322,2009,7,6
1095.22,13972.0,11876,2009,7,7
1095.28,14634.0,10738,2009,7,8
1095.21,14619.0,13731,2009,7,9
1095.13,14622.0,15672,2009,7,10
1095.1,14613.0,14677,2009,7,11
1095.01,14818.0,15641,2009,7,12
1094.9,14383.0,17385,2009,7,13
1094.7,13666.0,18812,2009,7,14
1094.62,16062.0,16988,2009,7,15
1094.58,14575.0,14756,2009,7,16
1094.6,14740.0,12143,2009,7,17
1094.67,14734.0,9868,2009,7,18
1094.7,15075.0,9374,2009,7,19
1094.8,15116.0,8349,2009,7,20
1094.85,15465.0,11525,2009,7,21
1094.74,15416.0,15448,2009,7,22
1094.72,15367.0,17191,2009,7,23
1094.64,15229.0,15506,2009,7,24
1094.57,15254.0,16327,2009,7,25
1094.57,16237.0,14364,2009,7,26
1094.54,14715.0,13474,2009,7,27
1094.49,14563.0,13538,2009,7,28
1094.33,15448.0,18312,2009,7,29
1094.18,15149.0,16591,2009,7,30
1094.2,15024.0,11981,2009,7,31
1094.28,14797.0,8975,2009,8,1
1094.33,14831.0,10108,2009,8,2
1094.4,14365.0,9481,2009,8,3
1094.42,13797.0,10285,2009,8,4
1094.44,14788.0,10395,2009,8,5
1094.5,14857.0,9267,2009,8,6
1094.46,14858.0,13479,2009,8,7
1094.33,14788.0,19048,2009,8,8
1094.18,14788.0,20501,2009,8,9
1094.04,14367.0,18200,2009,8,10
1094.09,13864.0,9690,2009,8,11
1094.14,14741.0,9558,2009,8,12
1094.18,14730.0,9403,2009,8,13
1094.2,14922.0,10885,2009,8,14
1094.19,14861.0,13101,2009,8,15
1094.15,14762.0,15053,2009,8,16
1094.1,14396.0,14719,2009,8,17
1094.06,13795.0,14231,2009,8,18
1093.98,14563.0,14724,2009,8,19
1093.97,14663.0,14339,2009,8,20
1093.92,14697.0,12341,2009,8,21
1094.0,14631.0,11326,2009,8,22
1094.02,14764.0,11621,2009,8,23
1093.96,14231.0,15390,2009,8,24
1093.9,13801.0,14464,2009,8,25
1093.86,14566.0,13922,2009,8,26
1093.78,14698.0,16481,2009,8,27
1093.77,14763.0,13593,2009,8,28
1093.76,14730.0,13145,2009,8,29
1093.8,14698.0,11085,2009,8,30
1093.73,14631.0,15155,2009,8,31
1093.77,14188.0,10938,2009,9,1
1093.81,14440.0,10335,2009,9,2
1093.81,11592.0,10910,2009,9,3
1093.81,11430.0,11231,2009,9,4
1093.8,11577.0,9542,2009,9,5
1093.81,11700.0,8114,2009,9,6
1093.8,11755.0,9773,2009,9,7
1093.77,11637.0,11349,2009,9,8
1093.73,11671.0,11322,2009,9,9
1093.62,11572.0,12230,2009,9,10
1093.59,11474.0,11342,2009,9,11
1093.63,11473.0,7436,2009,9,12
1093.67,11500.0,7560,2009,9,13
1093.67,11496.0,8495,2009,9,14
1093.7,11696.0,8935,2009,9,15
1093.72,11644.0,8288,2009,9,16
1093.75,11613.0,8731,2009,9,17
1093.77,11608.0,9689,2009,9,18
1093.81,11643.0,7360,2009,9,19
1093.8,11614.0,8949,2009,9,20
1093.85,11209.0,6557,2009,9,21
1093.85,11376.0,7705,2009,9,22
1093.87,11438.0,8271,2009,9,23
1093.86,11422.0,10873,2009,9,24
1093.8,11413.0,12970,2009,9,25
1093.73,11367.0,13310,2009,9,26
1093.74,11413.0,8965,2009,9,27
1093.73,11413.0,9800,2009,9,28
1093.66,11315.0,9712,2009,9,29
1093.68,11366.0,8953,2009,9,30
1093.7,11330.0,7344,2009,10,1
1093.72,11320.0,8558,2009,10,2
1093.74,11429.0,5931,2009,10,3
1093.8,11492.0,4798,2009,10,4
1093.87,11488.0,6034,2009,10,5
1093.87,11514.0,8459,2009,10,6
1093.9,11480.0,8170,2009,10,7
1093.94,11523.0,9944,2009,10,8
1093.97,11576.0,8385,2009,10,9
1094.03,11597.0,6367,2009,10,10
1094.12,11525.0,5602,2009,10,11
1094.13,11431.0,9196,2009,10,12
1094.11,11433.0,8843,2009,10,13
1094.09,11435.0,10163,2009,10,14
1094.06,11424.0,11792,2009,10,15
1093.99,11485.0,13473,2009,10,16
1093.97,11444.0,11596,2009,10,17
1093.96,11462.0,9096,2009,10,18
1093.9,11436.0,10973,2009,10,19
1093.91,11423.0,10638,2009,10,20
1093.9,11464.0,10068,2009,10,21
1093.85,11526.0,11972,2009,10,22
1093.82,11640.0,11325,2009,10,23
1093.79,11716.0,10866,2009,10,24
1093.75,11889.0,11192,2009,10,25
1093.71,11643.0,11516,2009,10,26
1093.67,11655.0,11342,2009,10,27
1093.58,11605.0,13072,2009,10,28
1093.42,11585.0,15348,2009,10,29
1093.28,11590.0,16169,2009,10,30
1093.26,11669.0,10802,2009,10,31
1093.29,11768.0,8708,2009,11,1
1093.26,11654.0,11314,2009,11,2
1093.21,12894.0,11112,2009,11,3
1093.27,13858.0,9528,2009,11,4
1093.25,12594.0,12893,2009,11,5
1093.24,13381.0,13107,2009,11,6
1093.27,13415.0,10162,2009,11,7
1093.24,13658.0,12963,2009,11,8
1093.21,12692.0,13444,2009,11,9
1093.27,12964.0,8804,2009,11,10
1093.38,13501.0,7258,2009,11,11
1093.41,13340.0,8611,2009,11,12
1093.52,13202.0,8801,2009,11,13
1093.57,13168.0,9520,2009,11,14
1093.56,13331.0,10542,2009,11,15
1093.57,12623.0,11073,2009,11,16
1093.56,12984.0,11047,2009,11,17
1093.53,12342.0,11681,2009,11,18
1093.54,11814.0,12138,2009,11,19
1093.55,11948.0,10359,2009,11,20
1093.61,11001.0,8381,2009,11,21
1093.67,11421.0,9598,2009,11,22
1093.7,11802.0,10552,2009,11,23
1093.59,11731.0,14947,2009,11,24
1093.53,11611.0,14590,2009,11,25
1093.53,11094.0,10883,2009,11,26
1093.57,11562.0,9613,2009,11,27
1093.57,10703.0,11870,2009,11,28
1093.59,11020.0,9467,2009,11,29
1093.52,11526.0,13786,2009,11,30
1093.46,14558.0,13864,2009,12,1
1093.43,14575.0,12275,2009,12,2
1093.47,14544.0,10720,2009,12,3
1093.57,14369.0,8699,2009,12,4
1093.69,12976.0,9505,2009,12,5
1093.76,11909.0,10033,2009,12,6
1093.75,15336.0,15866,2009,12,7
1093.66,15388.0,17430,2009,12,8
1093.75,15280.0,9400,2009,12,9
1093.86,15292.0,9808,2009,12,10
1093.96,15407.0,11031,2009,12,11
1094.1,13738.0,8368,2009,12,12
1094.35,13125.0,6856,2009,12,13
1094.48,15276.0,9206,2009,12,14
1094.59,15291.0,9205,2009,12,15
1094.68,15461.0,10031,2009,12,16
1094.78,15462.0,12122,2009,12,17
1094.86,15435.0,11348,2009,12,18
1095.03,13820.0,9433,2009,12,19
1095.19,13171.0,6976,2009,12,20
1095.32,15406.0,10201,2009,12,21
1095.34,15428.0,11382,2009,12,22
1095.44,15494.0,10857,2009,12,23
1095.57,15530.0,10351,2009,12,24
1095.71,13185.0,10682,2009,12,25
1095.79,13932.0,11456,2009,12,26
1095.91,13251.0,9326,2009,12,27
1095.92,15461.0,12791,2009,12,28
1095.99,15416.0,11229,2009,12,29
1096.1,15431.0,7984,2009,12,30
1096.3,15400.0,7078,2009,12,31
1096.38,15402.0,11723,2010,1,1
1096.43,14815.0,12867,2010,1,2
1096.49,15493.0,13191,2010,1,3
1096.55,15729.0,12631,2010,1,4
1096.6,15867.0,13305,2010,1,5
1096.68,15788.0,12148,2010,1,6
1096.73,15663.0,13638,2010,1,7
1096.78,15813.0,13641,2010,1,8
1096.9,14700.0,11081,2010,1,9
1097.03,15078.0,9992,2010,1,10
1097.08,15702.0,12693,2010,1,11
1097.15,15714.0,11057,2010,1,12
1097.28,14640.0,9366,2010,1,13
1097.39,14669.0,11778,2010,1,14
1097.45,14576.0,11827,2010,1,15
1097.53,13150.0,11557,2010,1,16
1097.61,13416.0,11389,2010,1,17
1097.57,14642.0,14388,2010,1,18
1097.65,14650.0,13917,2010,1,19
1097.78,14689.0,12846,2010,1,20
1097.9,14645.0,11401,2010,1,21
1098.16,14447.0,5443,2010,1,22
1098.44,12852.0,4862,2010,1,23
1098.71,13337.0,5606,2010,1,24
1098.89,14705.0,7260,2010,1,25
1099.05,14330.0,7201,2010,1,26
1099.25,14352.0,6742,2010,1,27
1099.45,14410.0,6821,2010,1,28
1099.62,14437.0,7212,2010,1,29
1099.82,12971.0,5838,2010,1,30
1100.02,13311.0,6383,2010,1,31
1100.09,11840.0,9854,2010,2,1
1100.25,11751.0,6637,2010,2,2
1100.47,11814.0,3621,2010,2,3
1100.65,11731.0,5767,2010,2,4
1100.69,11965.0,8474,2010,2,5
1100.95,10651.0,6483,2010,2,6
1101.07,9745.0,6547,2010,2,7
1101.19,11879.0,6610,2010,2,8
1101.32,11901.0,7591,2010,2,9
1101.42,11901.0,5130,2010,2,10
1101.6,11903.0,5014,2010,2,11
1101.77,11973.0,4871,2010,2,12
1101.98,10513.0,4089,2010,2,13
1102.18,9626.0,3644,2010,2,14
1102.35,11793.0,4085,2010,2,15
1102.52,11710.0,3300,2010,2,16
1102.65,11876.0,4707,2010,2,17
1102.8,11897.0,5678,2010,2,18
1102.92,11819.0,5979,2010,2,19
1103.03,10497.0,7009,2010,2,20
1103.17,9652.0,6936,2010,2,21
1103.19,11795.0,9714,2010,2,22
1103.22,11747.0,10074,2010,2,23
1103.29,11884.0,7600,2010,2,24
1103.31,11846.0,10883,2010,2,25
1103.3,11946.0,13471,2010,2,26
1103.2,10555.0,15250,2010,2,27
1103.21,9667.0,12865,2010,2,28
1103.14,9999.0,14804,2010,3,1
1103.06,10067.0,14966,2010,3,2
1102.9,10048.0,17792,2010,3,3
1102.76,10091.0,16064,2010,3,4
1102.63,10026.0,18181,2010,3,5
1102.42,9055.0,18610,2010,3,6
1102.36,9092.0,16766,2010,3,7
1102.15,10025.0,19793,2010,3,8
1102.01,8547.0,17104,2010,3,9
1101.97,10024.0,12154,2010,3,10
1102.07,9791.0,6156,2010,3,11
1102.04,10011.0,9445,2010,3,12
1102.01,9070.0,12978,2010,3,13
1101.98,8961.0,11661,2010,3,14
1101.92,10072.0,14790,2010,3,15
1101.89,10062.0,10794,2010,3,16
1101.85,10136.0,11544,2010,3,17
1101.84,10164.0,10189,2010,3,18
1101.8,9928.0,13212,2010,3,19
1101.71,123.0,14679,2010,3,20
1101.71,8708.0,11623,2010,3,21
1101.6,10235.0,15301,2010,3,22
1101.38,10228.0,18874,2010,3,23
1101.24,10158.0,17021,2010,3,24
1101.17,10264.0,14684,2010,3,25
1101.13,10261.0,14405,2010,3,26
1101.09,9349.0,11808,2010,3,27
1101.1,9273.0,10636,2010,3,28
1101.01,10259.0,16137,2010,3,29
1100.74,10295.0,20042,2010,3,30
1100.66,10324.0,16146,2010,3,31
1100.52,10324.0,18188,2010,4,1
1100.36,10388.0,17790,2010,4,2
1100.28,9923.0,14453,2010,4,3
1100.29,9476.0,12008,2010,4,4
1100.18,10359.0,16671,2010,4,5
1100.04,10396.0,18723,2010,4,6
1099.87,10430.0,19072,2010,4,7
1099.74,10410.0,17654,2010,4,8
1099.71,10320.0,12456,2010,4,9
1099.73,9918.0,11477,2010,4,10
1099.7,9470.0,12608,2010,4,11
1099.59,10427.0,16604,2010,4,12
1099.51,10391.0,15074,2010,4,13
1099.39,10257.0,15743,2010,4,14
1099.3,10457.0,16884,2010,4,15
1099.21,10304.0,15378,2010,4,16
1099.22,9948.0,12645,2010,4,17
1099.19,9413.0,13368,2010,4,18
1099.08,10366.0,16518,2010,4,19
1098.89,9407.0,18516,2010,4,20
1098.89,10301.0,13834,2010,4,21
1098.82,10386.0,14671,2010,4,22
1098.72,10587.0,16659,2010,4,23
1098.74,9793.0,12578,2010,4,24
1098.67,9474.0,15108,2010,4,25
1098.46,10381.0,20071,2010,4,26
1098.25,10288.0,17621,2010,4,27
1098.16,9769.0,15599,2010,4,28
1098.13,9775.0,14501,2010,4,29
1098.0,10327.0,17912,2010,4,30
1097.97,9782.0,10990,2010,5,1
1098.0,9288.0,10410,2010,5,2
1097.88,9969.0,15288,2010,5,3
1097.71,9941.0,18812,2010,5,4
1097.54,10083.0,18189,2010,5,5
1097.49,10618.0,13839,2010,5,6
1097.29,10614.0,18656,2010,5,7
1097.17,9703.0,16048,2010,5,8
1097.19,9295.0,10622,2010,5,9
1097.05,9893.0,12676,2010,5,10
1097.04,9983.0,14319,2010,5,11
1096.85,9975.0,19497,2010,5,12
1096.66,9965.0,19749,2010,5,13
1096.44,9886.0,20213,2010,5,14
1096.28,9674.0,17784,2010,5,15
1096.18,9290.0,14635,2010,5,16
1096.03,9912.0,17436,2010,5,17
1095.86,9830.0,17363,2010,5,18
1095.75,9857.0,15564,2010,5,19
1095.59,9840.0,16454,2010,5,20
1095.5,9884.0,11615,2010,5,21
1095.49,9698.0,12381,2010,5,22
1095.5,9299.0,9614,2010,5,23
1095.45,9957.0,12693,2010,5,24
1095.32,9917.0,15542,2010,5,25
1095.17,9813.0,14956,2010,5,26
1095.01,9776.0,16813,2010,5,27
1094.86,9676.0,17295,2010,5,28
1094.7,9523.0,17292,2010,5,29
1094.52,9113.0,18776,2010,5,30
1094.3,9122.0,18956,2010,5,31
1094.2,10266.0,12936,2010,6,1
1094.01,10385.0,17282,2010,6,2
1093.86,10171.0,16308,2010,6,3
1093.7,10237.0,16468,2010,6,4
1093.58,9816.0,16454,2010,6,5
1093.47,9661.0,14722,2010,6,6
1093.39,10263.0,14442,2010,6,7
1093.29,10209.0,13530,2010,6,8
1093.16,10208.0,14328,2010,6,9
1092.98,10228.0,16333,2010,6,10
1092.85,10166.0,14909,2010,6,11
1092.87,9789.0,10547,2010,6,12
1092.76,9562.0,14672,2010,6,13
1092.57,10242.0,17887,2010,6,14
1092.4,10265.0,16109,2010,6,15
1092.29,10283.0,16521,2010,6,16
1092.11,10325.0,17035,2010,6,17
1091.88,10326.0,18529,2010,6,18
1091.61,9923.0,21440,2010,6,19
1091.39,9605.0,18887,2010,6,20
1091.21,10347.0,18865,2010,6,21
1090.97,10260.0,19499,2010,6,22
1090.7,10293.0,20841,2010,6,23
1090.46,10380.0,20654,2010,6,24
1090.19,10159.0,21010,2010,6,25
1090.06,9793.0,15985,2010,6,26
1089.93,9526.0,15065,2010,6,27
1089.71,10182.0,19836,2010,6,28
1089.52,9889.0,18418,2010,6,29
1089.3,10238.0,18273,2010,6,30
1089.19,13404.0,12787,2010,7,1
1089.06,13418.0,13917,2010,7,2
1089.04,12641.0,10695,2010,7,3
1089.15,11864.0,9073,2010,7,4
1089.17,11858.0,10923,2010,7,5
1089.15,13442.0,12935,2010,7,6
1089.15,13453.0,12171,2010,7,7
1089.02,13410.0,16623,2010,7,8
1088.9,13353.0,17066,2010,7,9
1088.74,12624.0,20134,2010,7,10
1088.72,11867.0,13089,2010,7,11
1088.62,13396.0,15306,2010,7,12
1088.56,13417.0,14451,2010,7,13
1088.45,13384.0,18402,2010,7,14
1088.32,13343.0,16861,2010,7,15
1088.3,13317.0,14409,2010,7,16
1088.29,12641.0,13399,2010,7,17
1088.34,11869.0,9576,2010,7,18
1088.27,13536.0,16312,2010,7,19
1088.18,120.0,15939,2010,7,20
1088.07,13394.0,14324,2010,7,21
1088.0,13374.0,15514,2010,7,22
1087.93,13459.0,16367,2010,7,23
1087.8,12582.0,18743,2010,7,24
1087.72,11891.0,16694,2010,7,25
1087.48,13555.0,20468,2010,7,26
1087.36,13485.0,16667,2010,7,27
1087.23,13394.0,17134,2010,7,28
1087.13,13354.0,17452,2010,7,29
1087.07,13355.0,16648,2010,7,30
1086.97,13002.0,16367,2010,7,31
1087.07,12368.0,9861,2010,8,1
1087.08,13428.0,13702,2010,8,2
1087.09,13494.0,12858,2010,8,3
1087.05,13460.0,15703,2010,8,4
1087.04,13376.0,15061,2010,8,5
1087.14,13296.0,11714,2010,8,6
1087.22,12550.0,11987,2010,8,7
1087.42,12409.0,9840,2010,8,8
1087.46,13400.0,13312,2010,8,9
1087.47,13329.0,13598,2010,8,10
1087.47,13317.0,13285,2010,8,11
1087.49,13326.0,13208,2010,8,12
1087.5,13440.0,13837,2010,8,13
1087.53,12730.0,11809,2010,8,14
1087.54,12328.0,11612,2010,8,15
1087.58,13390.0,10782,2010,8,16
1087.55,13400.0,15176,2010,8,17
1087.51,13244.0,13212,2010,8,18
1087.42,13390.0,17072,2010,8,19
1087.31,13382.0,17766,2010,8,20
1087.3,12713.0,13891,2010,8,21
1087.3,12355.0,11403,2010,8,22
1087.23,13420.0,15490,2010,8,23
1087.19,13437.0,14054,2010,8,24
1087.1,13421.0,14506,2010,8,25
1087.09,12786.0,15767,2010,8,26
1086.96,13407.0,15299,2010,8,27
1086.95,12732.0,12412,2010,8,28
1086.97,12577.0,11229,2010,8,29
1086.9,12278.0,15298,2010,8,30
1086.91,12004.0,12508,2010,8,31
1086.82,8062.0,15080,2010,9,1
1086.76,8079.0,14403,2010,9,2
1086.72,8016.0,14768,2010,9,3
1086.56,8013.0,13586,2010,9,4
1086.49,8022.0,10825,2010,9,5
1086.36,8052.0,12734,2010,9,6
1086.28,8073.0,11126,2010,9,7
1086.07,8072.0,12862,2010,9,8
1086.0,8052.0,11629,2010,9,9
1085.92,8074.0,11149,2010,9,10
1085.85,8070.0,10758,2010,9,11
1085.81,8034.0,9305,2010,9,12
1085.71,8025.0,12305,2010,9,13
1085.67,8086.0,11486,2010,9,14
1085.57,8102.0,11594,2010,9,15
1085.52,8093.0,11215,2010,9,16
1085.39,8095.0,12757,2010,9,17
1085.34,8082.0,10111,2010,9,18
1085.2,8106.0,12129,2010,9,19
1085.1,8148.0,12282,2010,9,20
1085.06,8118.0,9913,2010,9,21
1084.98,8133.0,11044,2010,9,22
1084.89,8101.0,11801,2010,9,23
1084.75,8018.0,13749,2010,9,24
1084.63,7967.0,13532,2010,9,25
1084.49,8019.0,13368,2010,9,26
1084.35,8119.0,16108,2010,9,27
1084.21,8158.0,14075,2010,9,28
1083.99,8059.0,19337,2010,9,29
1083.81,8047.0,17370,2010,9,30
1083.75,8008.0,10685,2010,10,1
1083.68,8009.0,10959,2010,10,2
1083.71,8121.0,8799,2010,10,3
1083.68,8081.0,8882,2010,10,4
1083.6,8065.0,10327,2010,10,5
1083.6,8059.0,10025,2010,10,6
1083.65,8043.0,9048,2010,10,7
1083.67,8059.0,9953,2010,10,8
1083.72,8086.0,9403,2010,10,9
1083.64,8057.0,11069,2010,10,10
1083.65,8107.0,8998,2010,10,11
1083.55,8132.0,11112,2010,10,12
1083.53,8154.0,8432,2010,10,13
1083.46,8156.0,10464,2010,10,14
1083.33,8115.0,12118,2010,10,15
1083.24,8034.0,12913,2010,10,16
1083.11,8037.0,15353,2010,10,17
1082.95,8060.0,12573,2010,10,18
1082.82,8003.0,11991,2010,10,19
1082.84,8011.0,10887,2010,10,20
1082.73,8050.0,12715,2010,10,21
1082.69,8016.0,10417,2010,10,22
1082.7,8023.0,6514,2010,10,23
1082.69,8038.0,9279,2010,10,24
1082.66,8053.0,10083,2010,10,25
1082.58,7989.0,10265,2010,10,26
1082.5,8063.0,10163,2010,10,27
1082.37,8072.0,13544,2010,10,28
1082.3,8056.0,11027,2010,10,29
1082.28,8010.0,7901,2010,10,30
1082.36,8039.0,5550,2010,10,31
1082.25,13598.0,12383,2010,11,1
1082.17,13742.0,12291,2010,11,2
1082.1,13842.0,12138,2010,11,3
1082.07,13405.0,13951,2010,11,4
1082.08,13897.0,13670,2010,11,5
1082.1,13221.0,10964,2010,11,6
1082.19,12544.0,11076,2010,11,7
1082.17,13607.0,12807,2010,11,8
1082.2,13883.0,12856,2010,11,9
1082.16,13958.0,13857,2010,11,10
1082.19,13892.0,11928,2010,11,11
1082.2,13945.0,13862,2010,11,12
1082.2,13324.0,13050,2010,11,13
1082.2,12747.0,13880,2010,11,14
1082.2,13909.0,13556,2010,11,15
1082.17,13960.0,14947,2010,11,16
1082.15,14019.0,14142,2010,11,17
1082.16,13842.0,14061,2010,11,18
1082.08,13921.0,14738,2010,11,19
1082.1,13303.0,12651,2010,11,20
1082.14,12780.0,13158,2010,11,21
1082.08,14034.0,15579,2010,11,22
1081.95,14033.0,16228,2010,11,23
1081.94,14062.0,15380,2010,11,24
1081.95,12758.0,12559,2010,11,25
1081.91,13972.0,15680,2010,11,26
1081.89,13314.0,13228,2010,11,27
1081.91,12792.0,11944,2010,11,28
1081.9,13961.0,13329,2010,11,29
1081.94,14019.0,13379,2010,11,30
1082.04,13893.0,9257,2010,12,1
1082.2,13798.0,7278,2010,12,2
1082.25,13995.0,10538,2010,12,3
1082.31,13848.0,10087,2010,12,4
1082.31,13225.0,10490,2010,12,5
1082.54,13838.0,10319,2010,12,6
1082.59,13919.0,11072,2010,12,7
1082.72,13876.0,8699,2010,12,8
1082.8,13783.0,8284,2010,12,9
1083.13,13886.0,8453,2010,12,10
1083.33,13808.0,6131,2010,12,11
1083.51,13317.0,7759,2010,12,12
1083.47,13928.0,9738,2010,12,13
1083.61,13919.0,8446,2010,12,14
1083.7,13864.0,9652,2010,12,15
1083.74,13939.0,12025,2010,12,16
1083.79,13901.0,13480,2010,12,17
1083.76,13682.0,12962,2010,12,18
1083.85,13272.0,6701,2010,12,19
1083.88,13843.0,15114,2010,12,20
1084.1,13898.0,12553,2010,12,21
1085.0,13779.0,13500,2010,12,22
1085.46,14012.0,12758,2010,12,23
1085.72,13766.0,12309,2010,12,24
1085.92,13228.0,9518,2010,12,25
1086.06,13350.0,11628,2010,12,26
1086.11,13825.0,14141,2010,12,27
1086.12,13907.0,13474,2010,12,28
1086.17,14012.0,12476,2010,12,29
1086.23,13877.0,12320,2010,12,30
1086.3,13631.0,11610,2010,12,31
1086.31,13845.0,15372,2011,1,1
1086.28,13825.0,15152,2011,1,2
1086.35,14092.0,11434,2011,1,3
1086.43,14152.0,12175,2011,1,4
1086.49,14198.0,11047,2011,1,5
1086.61,14120.0,9946,2011,1,6
1086.64,14086.0,13578,2011,1,7
1086.74,14423.0,10251,2011,1,8
1086.91,15847.0,7011,2011,1,9
1087.07,17038.0,7444,2011,1,10
1087.25,17234.0,7749,2011,1,11
1087.48,17298.0,6866,2011,1,12
1087.73,17211.0,7220,2011,1,13
1087.94,17238.0,7934,2011,1,14
1088.24,16345.0,5066,2011,1,15
1088.55,16536.0,4518,2011,1,16
1088.86,17154.0,4092,2011,1,17
1089.13,17227.0,5089,2011,1,18
1089.4,17287.0,5071,2011,1,19
1089.6,17200.0,6829,2011,1,20
1089.86,17275.0,6821,2011,1,21
1090.22,16195.0,4002,2011,1,22
1090.46,16530.0,6012,2011,1,23
1090.61,17161.0,9688,2011,1,24
1090.72,17297.0,10538,2011,1,25
