ELEVATION,INFLOW,OUTFLOW,year,month,d,p01i
446.64,9693.0,7056,2009,10,16,0.0
446.74,10122.0,7497,2009,10,17,0.0
446.73,10113.0,8507,2009,10,18,0.0
446.6,9513.0,9006,2009,10,19,0.0
446.64,9509.0,7532,2009,10,20,0.0
446.6,9078.0,7523,2009,10,21,0.0
446.75,9474.0,5994,2009,10,22,0.0
446.81,9514.0,6506,2009,10,23,0.0
446.89,9237.0,6504,2009,10,24,0.0
447.01,9608.0,6497,2009,10,25,0.0
446.92,13526.0,8001,2009,10,26,0.0
447.31,13415.0,8014,2009,10,27,0.0
447.26,13414.0,7985,2009,10,28,0.0
447.58,12400.0,6010,2009,10,29,0.0
447.88,12028.0,5013,2009,10,30,0.0
448.03,11819.0,6486,2009,10,31,0.0
447.96,11019.0,7498,2009,11,1,0.0
448.01,11406.0,7547,2009,11,2,0.0
448.05,11407.0,6995,2009,11,3,0.0
448.13,11415.0,6503,2009,11,4,0.0
448.46,9940.0,4007,2009,11,5,0.0
448.37,9898.0,6994,2009,11,6,0.0
448.26,10431.0,6980,2009,11,7,0.0
448.1,10438.0,7491,2009,11,8,0.0
448.09,10617.0,6489,2009,11,9,0.0
448.11,10227.0,6495,2009,11,10,0.0
448.06,9635.0,5999,2009,11,11,0.0
448.23,9029.0,4004,2009,11,12,0.0
448.22,9034.0,5023,2009,11,13,0.0
448.01,9031.0,7001,2009,11,14,0.0
447.94,9026.0,5526,2009,11,15,0.0
447.83,9514.0,5998,2009,11,16,0.0
447.76,9510.0,5998,2009,11,17,0.0
447.68,9504.0,6481,2009,11,18,0.0
447.55,9504.0,5995,2009,11,19,0.0
447.41,9503.0,7000,2009,11,20,0.0
447.21,10243.0,7503,2009,11,21,0.0
447.12,9799.0,7206,2009,11,22,0.0
447.13,9578.0,5787,2009,11,23,0.0
447.04,10213.0,6018,2009,11,24,0.0
447.1,10402.0,5800,2009,11,25,0.0
447.23,10202.0,4999,2009,11,26,0.0
447.25,9013.0,5010,2009,11,27,0.0
447.38,12304.0,4493,2009,11,28,0.0
447.66,8997.0,5492,2009,11,29,0.09999999999999999
447.61,6813.0,5578,2009,11,30,0.0
447.36,8000.0,5510,2009,12,1,0.0
447.22,8122.0,5506,2009,12,2,0.0
447.15,11030.0,5502,2009,12,3,0.0
447.15,11434.0,6775,2009,12,4,0.0
447.13,10883.0,6718,2009,12,5,0.0
447.11,11015.0,6787,2009,12,6,0.0
447.37,5860.0,5027,2009,12,7,0.16999999999999998
447.21,7798.0,4997,2009,12,8,1.11
447.07,8011.0,4992,2009,12,9,0.0
447.1,8895.0,4116,2009,12,10,0.0
447.18,7375.0,4004,2009,12,11,0.0
447.05,9809.0,4818,2009,12,12,0.0
447.2,9799.0,5010,2009,12,13,0.0
447.13,10202.0,6505,2009,12,14,0.0
447.19,8587.0,6018,2009,12,15,0.0
447.21,8599.0,5020,2009,12,16,0.0
447.4,7996.0,2502,2009,12,17,0.0
447.5,7993.0,3997,2009,12,18,0.0
447.41,7788.0,4522,2009,12,19,0.0
447.22,7813.0,5527,2009,12,20,0.0
447.03,7794.0,5809,2009,12,21,0.0
446.98,7760.0,4997,2009,12,22,0.08
447.04,8590.0,3500,2009,12,23,0.0
447.27,8616.0,2020,2009,12,24,0.0
447.34,8221.0,3993,2009,12,25,0.0
447.24,6928.0,4727,2009,12,26,0.0
447.13,8407.0,5507,2009,12,27,0.0
447.2,8215.0,4005,2009,12,28,0.0
447.2,8222.0,4504,2009,12,29,0.0
447.22,8217.0,4306,2009,12,30,0.0
447.34,8878.0,3524,2009,12,31,0.0
447.23,8806.0,5496,2010,1,1,0.0
447.3,9000.0,3992,2010,1,2,0.0
447.5,9001.0,2995,2010,1,3,0.0
447.54,8403.0,4095,2010,1,4,0.0
447.48,8377.0,4487,2010,1,5,0.0
447.45,8409.0,4479,2010,1,6,0.0
447.51,8390.0,4004,2010,1,7,0.0
447.34,9620.0,5492,2010,1,8,0.0
447.34,9018.0,5000,2010,1,9,0.0
447.41,8205.0,4496,2010,1,10,0.0
447.25,9001.0,6002,2010,1,11,0.0
447.14,8990.0,5993,2010,1,12,0.0
447.16,9950.0,5003,2010,1,13,0.0
447.28,9962.0,4926,2010,1,14,0.01
447.29,9916.0,5006,2010,1,15,0.0
447.31,9981.0,5489,2010,1,16,0.0
447.3,9966.0,6006,2010,1,17,0.0
447.5,8590.0,4499,2010,1,18,0.01
447.86,7962.0,3018,2010,1,19,0.6
448.22,9504.0,1993,2010,1,20,1.79
448.81,4493.0,2108,2010,1,21,4.970000000000001
448.7,4476.0,2005,2010,1,22,0.01
448.85,4484.0,1995,2010,1,23,0.0
448.9,4465.0,2521,2010,1,24,0.0
448.91,4457.0,2469,2010,1,25,0.0
448.94,4467.0,2016,2010,1,26,0.0
448.99,4445.0,2544,2010,1,27,0.0
448.93,4448.0,1988,2010,1,28,0.0
448.96,4436.0,1981,2010,1,29,0.0
448.98,4428.0,1991,2010,1,30,0.0
448.89,4434.0,3496,2010,1,31,0.0
448.85,4409.0,3012,2010,2,1,0.0
448.75,5781.0,3504,2010,2,2,0.0
448.57,5843.0,5512,2010,2,3,0.0
448.62,6584.0,3417,2010,2,4,0.0
448.72,6632.0,3502,2010,2,5,0.0
448.95,6611.0,2995,2010,2,6,0.05
448.88,5616.0,5509,2010,2,7,0.16
448.86,5228.0,4007,2010,2,8,0.0
448.91,5512.0,3052,2010,2,9,0.0
449.03,5526.0,2104,2010,2,10,0.04
449.2,5553.0,2005,2010,2,11,0.0
449.16,5543.0,3007,2010,2,12,0.0
449.05,5514.0,3993,2010,2,13,0.0
448.84,6308.0,4985,2010,2,14,0.0
448.36,6313.0,7989,2010,2,15,0.0
447.76,6284.0,9498,2010,2,16,0.0
447.42,7228.0,6019,2010,2,17,0.0
447.24,7183.0,5998,2010,2,18,0.0
446.67,9475.0,9963,2010,2,19,0.0
446.54,9797.0,8009,2010,2,20,0.0
446.16,10444.0,8993,2010,2,21,0.0
446.2,10599.0,7987,2010,2,22,0.18
446.02,11612.0,7996,2010,2,23,0.0
446.14,11614.0,7992,2010,2,24,0.0
446.21,12898.0,8001,2010,2,25,0.0
446.44,13810.0,7614,2010,2,26,0.0
446.5,11992.0,9996,2010,2,27,0.0
446.29,12698.0,10499,2010,2,28,0.73
446.26,14489.0,9505,2010,3,1,0.0
446.26,14691.0,10513,2010,3,2,0.0
446.2,11296.0,8992,2010,3,3,0.0
446.26,14605.0,8001,2010,3,4,0.0
446.42,13324.0,8966,2010,3,5,0.0
446.32,12463.0,9981,2010,3,6,0.0
446.63,11465.0,6515,2010,3,7,0.8300000000000001
446.95,10869.0,5011,2010,3,8,0.27
447.55,12785.0,5994,2010,3,9,0.0
448.04,13564.0,7496,2010,3,10,0.0
448.27,12801.0,8006,2010,3,11,0.0
448.44,9996.0,9010,2010,3,12,0.0
448.19,7401.0,10980,2010,3,13,0.0
447.45,8454.0,11999,2010,3,14,0.0
446.88,8980.0,11565,2010,3,15,0.0
446.12,15944.0,13007,2010,3,16,0.0
446.2,16597.0,12995,2010,3,17,0.0
446.33,16985.0,13800,2010,3,18,0.0
446.27,16926.0,14516,2010,3,19,0.0
446.25,16089.0,14812,2010,3,20,0.0
446.21,17488.0,14838,2010,3,21,0.0
446.27,16750.0,14459,2010,3,22,0.0
446.47,13041.0,12618,2010,3,23,0.0
446.41,12707.0,11495,2010,3,24,0.0
446.5,15187.0,9000,2010,3,25,0.0
446.56,17586.0,12280,2010,3,26,0.0
446.67,17567.0,13477,2010,3,27,0.0
446.69,16185.0,13467,2010,3,28,0.0
446.74,16017.0,12590,2010,3,29,0.0
446.87,15401.0,11021,2010,3,30,0.0
447.15,16778.0,10117,2010,3,31,0.0
447.51,17686.0,8209,2010,4,1,0.0
447.35,18578.0,15188,2010,4,2,0.0
447.4,15582.0,14088,2010,4,3,0.0
447.27,13428.0,13291,2010,4,4,0.0
446.85,17203.0,13093,2010,4,5,0.0
446.91,17180.0,13376,2010,4,6,0.0
446.92,15677.0,12394,2010,4,7,0.0
447.34,15607.0,7909,2010,4,8,0.0
447.25,15592.0,11890,2010,4,9,0.0
447.25,15201.0,11212,2010,4,10,0.0
447.25,13183.0,10183,2010,4,11,0.0
447.13,14975.0,10973,2010,4,12,0.0
447.09,15583.0,12699,2010,4,13,0.0
447.18,15183.0,11204,2010,4,14,0.0
447.62,14991.0,8307,2010,4,15,0.0
447.62,14966.0,12179,2010,4,16,0.0
447.7,14386.0,11296,2010,4,17,0.0
447.66,14364.0,11985,2010,4,18,0.0
447.56,14977.0,12187,2010,4,19,0.0
447.77,15833.0,10682,2010,4,20,0.0
448.07,16379.0,10309,2010,4,21,0.0
448.76,15762.0,8033,2010,4,22,0.0
448.95,12498.0,11619,2010,4,23,0.0
448.86,11764.0,11217,2010,4,24,0.0
448.67,13014.0,11802,2010,4,25,0.0
448.46,10958.0,12719,2010,4,26,0.0
448.2,10984.0,11281,2010,4,27,0.0
448.0,10962.0,11995,2010,4,28,0.0
448.52,15700.0,4997,2010,4,29,0.0
448.61,14683.0,12161,2010,4,30,0.0
448.71,14690.0,10992,2010,5,1,0.0
448.53,14709.0,12011,2010,5,2,0.0
448.43,15430.0,12000,2010,5,3,0.0
448.33,15699.0,11995,2010,5,4,0.0
448.49,15461.0,9999,2010,5,5,0.0
448.95,15297.0,7536,2010,5,6,0.0
448.88,14967.0,11503,2010,5,7,0.0
448.79,15617.0,11981,2010,5,8,0.0
448.6,15619.0,12985,2010,5,9,0.0
448.42,16193.0,12958,2010,5,10,0.0
448.44,16194.0,10986,2010,5,11,0.0
448.51,14970.0,10952,2010,5,12,0.0
448.91,15380.0,6544,2010,5,13,0.0
448.86,15368.0,11494,2010,5,14,0.0
448.79,15564.0,11477,2010,5,15,0.0
448.74,15603.0,11484,2010,5,16,0.0
448.67,15556.0,11503,2010,5,17,0.0
448.55,14813.0,11494,2010,5,18,0.0
448.56,14592.0,9983,2010,5,19,0.0
448.82,14777.0,8003,2010,5,20,0.0
448.82,15788.0,10979,2010,5,21,0.0
448.76,14605.0,10985,2010,5,22,0.0
448.7,14574.0,10510,2010,5,23,0.0
448.74,14782.0,10015,2010,5,24,0.0
448.82,14615.0,9547,2010,5,25,0.0
448.75,13205.0,9993,2010,5,26,0.0
448.67,15240.0,10007,2010,5,27,0.0
448.72,16572.0,10504,2010,5,28,0.0
448.71,15996.0,11507,2010,5,29,0.0
448.78,15386.0,10991,2010,5,30,0.0
448.83,15372.0,10810,2010,5,31,0.0
448.85,13585.0,9704,2010,6,1,0.0
448.76,10394.0,9476,2010,6,2,0.0
448.69,13974.0,6793,2010,6,3,0.0
448.41,16073.0,12585,2010,6,4,0.0
448.28,16084.0,12196,2010,6,5,0.0
448.33,16084.0,10506,2010,6,6,0.0
448.36,16113.0,11404,2010,6,7,0.0
448.21,15981.0,12086,2010,6,8,0.0
448.15,16004.0,11785,2010,6,9,0.0
448.41,16391.0,8616,2010,6,10,0.0
448.36,16405.0,11900,2010,6,11,0.0
448.47,15780.0,10686,2010,6,12,0.24
448.5,14120.0,10704,2010,6,13,0.0
448.55,14965.0,10689,2010,6,14,0.0
448.52,15432.0,11158,2010,6,15,0.0
448.47,14386.0,12373,2010,6,16,0.0
448.79,15992.0,7722,2010,6,17,0.0
448.68,16608.0,12170,2010,6,18,0.0
448.73,16216.0,11591,2010,6,19,0.0
448.77,15991.0,11599,2010,6,20,0.0
448.78,16362.0,11390,2010,6,21,0.0
448.82,15213.0,11192,2010,6,22,0.0
448.8,13413.0,10794,2010,6,23,0.0
449.0,13777.0,6601,2010,6,24,0.0
448.85,15625.0,12115,2010,6,25,0.0
448.76,17218.0,11438,2010,6,26,0.0
449.1,17187.0,11289,2010,6,27,0.0
448.99,15593.0,12386,2010,6,28,0.0
448.8,14997.0,12870,2010,6,29,0.0
448.64,14008.0,12198,2010,6,30,0.0
448.64,16982.0,10989,2010,7,1,0.0
448.61,16998.0,12482,2010,7,2,0.0
448.63,17025.0,12990,2010,7,3,0.0
448.66,15146.0,13492,2010,7,4,0.0
448.57,15566.0,12970,2010,7,5,0.0
448.57,13244.0,12515,2010,7,6,0.0
448.57,13204.0,11497,2010,7,7,0.0
448.71,13172.0,9524,2010,7,8,0.0
448.55,13164.0,12492,2010,7,9,0.0
448.39,15997.0,12773,2010,7,10,0.0
448.39,15368.0,13473,2010,7,11,0.0
448.28,14201.0,13455,2010,7,12,0.0
448.05,13585.0,13979,2010,7,13,0.0
447.96,14731.0,12530,2010,7,14,0.0
448.04,15397.0,11494,2010,7,15,0.0
448.22,15442.0,11498,2010,7,16,0.0
448.23,14791.0,12498,2010,7,17,0.0
448.16,14793.0,12996,2010,7,18,0.0
448.17,14907.0,12018,2010,7,19,0.0
448.08,14779.0,12494,2010,7,20,0.0
448.14,14859.0,11486,2010,7,21,0.0
448.19,14789.0,11522,2010,7,22,0.0
448.18,15003.0,12990,2010,7,23,0.0
448.11,15004.0,12510,2010,7,24,0.0
448.09,15010.0,12490,2010,7,25,0.0
448.14,15619.0,11977,2010,7,26,0.0
448.18,14892.0,11995,2010,7,27,0.0
448.35,14485.0,10507,2010,7,28,0.0
448.58,13584.0,9511,2010,7,29,0.0
448.59,13598.0,11204,2010,7,30,0.0
448.61,13597.0,10493,2010,7,31,0.0
448.67,13598.0,10509,2010,8,1,0.0
448.78,13574.0,10485,2010,8,2,0.0
448.71,13386.0,11403,2010,8,3,0.0
448.73,12817.0,10000,2010,8,4,0.0
448.53,12784.0,10753,2010,8,5,0.0
448.53,14200.0,10495,2010,8,6,0.0
448.44,14212.0,11702,2010,8,7,0.0
448.43,14218.0,11084,2010,8,8,0.0
448.44,13762.0,12205,2010,8,9,0.0
448.31,12990.0,10996,2010,8,10,0.0
448.28,13365.0,10873,2010,8,11,0.0
448.4,13539.0,9089,2010,8,12,0.0
448.49,13539.0,9913,2010,8,13,0.0
448.41,13377.0,10700,2010,8,14,0.0
448.32,13390.0,10811,2010,8,15,0.0
448.25,13189.0,10287,2010,8,16,0.0
448.07,13182.0,10807,2010,8,17,0.0
448.07,14196.0,10773,2010,8,18,0.0
448.17,13184.0,8870,2010,8,19,0.0
448.14,13574.0,9887,2010,8,20,0.0
448.04,14385.0,10991,2010,8,21,0.0
447.98,14390.0,11387,2010,8,22,0.0
447.96,14389.0,11125,2010,8,23,0.0
447.98,14208.0,10808,2010,8,24,0.0
447.92,14230.0,11520,2010,8,25,0.0
448.25,14356.0,7415,2010,8,26,0.0
448.29,13191.0,10332,2010,8,27,0.16
448.22,13418.0,10367,2010,8,28,0.0
448.16,13846.0,10298,2010,8,29,0.0
448.17,13426.0,10291,2010,8,30,0.0
448.2,13409.0,10123,2010,8,31,0.0
448.23,12608.0,9197,2010,9,1,0.0
448.6,12209.0,5519,2010,9,2,0.0
448.59,12827.0,9491,2010,9,3,0.0
448.53,13399.0,8996,2010,9,4,0.0
448.48,13187.0,8979,2010,9,5,0.0
448.36,13013.0,9489,2010,9,6,0.0
448.19,13009.0,9508,2010,9,7,0.01
447.86,13015.0,10988,2010,9,8,0.0
447.86,13775.0,8020,2010,9,9,0.0
447.69,14803.0,10987,2010,9,10,0.0
447.64,14831.0,10800,2010,9,11,0.0
447.52,14808.0,11075,2010,9,12,0.0
447.4,14797.0,11010,2010,9,13,0.0
447.23,13599.0,10809,2010,9,14,0.0
447.14,14402.0,10323,2010,9,15,0.0
447.22,14392.0,9001,2010,9,16,0.0
447.22,14379.0,9506,2010,9,17,0.0
447.24,13002.0,9508,2010,9,18,0.0
447.15,13009.0,9502,2010,9,19,0.0
446.91,15027.0,10514,2010,9,20,0.0
446.76,16000.0,11814,2010,9,21,0.0
446.79,15998.0,10011,2010,9,22,0.0
446.93,15387.0,10017,2010,9,23,0.0
446.97,15172.0,10499,2010,9,24,0.0
447.0,14257.0,10483,2010,9,25,0.0
446.89,14243.0,11002,2010,9,26,0.0
446.8,14205.0,10487,2010,9,27,0.0
446.74,13814.0,9998,2010,9,28,0.0
446.75,14096.0,9012,2010,9,29,0.0
446.95,13193.0,7533,2010,9,30,0.0
446.97,13071.0,8522,2010,10,1,0.0
447.13,12013.0,7506,2010,10,2,0.0
447.23,11991.0,7001,2010,10,3,0.19
447.22,13630.0,7019,2010,10,4,0.0
447.41,13591.0,7007,2010,10,5,0.0
447.56,13598.0,7488,2010,10,6,0.0
447.7,13417.0,7506,2010,10,7,0.0
447.73,13000.0,8303,2010,10,8,0.0
447.67,13032.0,9028,2010,10,9,0.0
447.52,13580.0,9516,2010,10,10,0.0
447.51,13593.0,9003,2010,10,11,0.0
447.42,10805.0,9308,2010,10,12,0.0
447.2,13632.0,8821,2010,10,13,0.0
447.45,13608.0,6700,2010,10,14,0.0
447.64,13632.0,7218,2010,10,15,0.0
447.64,13595.0,8505,2010,10,16,0.0
447.82,13586.0,8016,2010,10,17,0.0
448.5,13547.0,5999,2010,10,18,0.0
448.8,13600.0,7488,2010,10,19,0.0
448.89,13526.0,8185,2010,10,20,0.78
449.46,12757.0,4504,2010,10,21,0.01
449.53,11616.0,7691,2010,10,22,0.01
449.53,9791.0,8030,2010,10,23,0.0
449.41,10175.0,7016,2010,10,24,0.0
449.51,11345.0,6938,2010,10,25,0.0
449.51,11376.0,7023,2010,10,26,0.0
449.61,10190.0,6814,2010,10,27,0.0
449.66,8580.0,4006,2010,10,28,0.0
449.37,10553.0,6794,2010,10,29,0.0
449.1,11330.0,8487,2010,10,30,0.0
449.14,14591.0,8997,2010,10,31,0.0
449.24,12793.0,9007,2010,11,1,0.0
449.05,9599.0,8003,2010,11,2,0.0
448.87,9602.0,7004,2010,11,3,0.0
448.87,9601.0,6004,2010,11,4,0.0
448.71,10928.0,7483,2010,11,5,0.0
448.64,10172.0,7017,2010,11,6,0.0
448.45,10206.0,7503,2010,11,7,0.0
448.26,11989.0,8527,2010,11,8,0.0
448.2,11976.0,8015,2010,11,9,0.0
448.01,12014.0,9519,2010,11,10,0.0
448.19,11789.0,6011,2010,11,11,0.0
448.14,11747.0,7506,2010,11,12,0.0
448.28,11608.0,6020,2010,11,13,0.0
448.33,11682.0,6512,2010,11,14,0.0
448.32,11485.0,7014,2010,11,15,0.0
448.32,11480.0,7515,2010,11,16,0.0
448.33,11497.0,8007,2010,11,17,0.0
448.44,11496.0,6007,2010,11,18,0.0
448.45,11475.0,7513,2010,11,19,0.0
448.43,11445.0,7671,2010,11,20,0.0
448.39,10970.0,8718,2010,11,21,0.0
448.57,9410.0,5016,2010,11,22,0.0
448.53,9201.0,5499,2010,11,23,0.0
448.74,10006.0,5510,2010,11,24,0.0
448.64,9279.0,5298,2010,11,25,0.0
448.48,9289.0,7609,2010,11,26,0.0
448.18,10208.0,7800,2010,11,27,0.0
448.05,8599.0,7988,2010,11,28,0.0
447.9,7751.0,6812,2010,11,29,0.0
447.59,8622.0,7495,2010,11,30,0.0
447.3,9607.0,7502,2010,12,1,0.0
447.26,11197.0,6397,2010,12,2,0.0
447.26,10491.0,6992,2010,12,3,0.0
447.2,6090.0,7005,2010,12,4,0.0
447.18,11283.0,7197,2010,12,5,0.0
447.17,10390.0,6987,2010,12,6,0.0
447.13,11101.0,6709,2010,12,7,0.0
447.19,10942.0,6111,2010,12,8,0.0
447.38,10973.0,5387,2010,12,9,0.0
447.37,10998.0,6399,2010,12,10,0.0
447.36,10794.0,6610,2010,12,11,0.0
447.35,10787.0,6509,2010,12,12,0.0
447.45,9983.0,5499,2010,12,13,0.0
447.5,9774.0,5499,2010,12,14,0.0
447.63,9011.0,4601,2010,12,15,0.0
447.75,8792.0,4106,2010,12,16,0.03
447.58,8969.0,5247,2010,12,17,0.0
447.51,8202.0,4806,2010,12,18,0.0
447.42,8173.0,4796,2010,12,19,0.0
447.42,7194.0,3605,2010,12,20,0.02
447.58,7289.0,1822,2010,12,21,0.01
447.8,7222.0,1805,2010,12,22,2.7199999999999998
447.92,7208.0,1800,2010,12,23,0.16
447.97,7234.0,2625,2010,12,24,0.0
448.0,7421.0,2853,2010,12,25,0.0
448.05,7446.0,2701,2010,12,26,0.0
448.14,6996.0,2507,2010,12,27,0.0
448.14,6987.0,2400,2010,12,28,0.0
448.26,7001.0,2101,2010,12,29,0.0
448.24,7009.0,2807,2010,12,30,0.14
448.1,7000.0,4807,2010,12,31,0.0
447.91,6995.0,4524,2011,1,1,0.0
447.83,6999.0,3793,2011,1,2,0.0
447.77,7922.0,3987,2011,1,3,0.0
447.79,8837.0,4655,2011,1,4,0.0
447.98,8401.0,3511,2011,1,5,0.0
448.32,8001.0,3006,2011,1,6,0.0
448.48,6434.0,4502,2011,1,7,0.0
448.5,6037.0,4212,2011,1,8,0.0
448.43,6048.0,5298,2011,1,9,0.0
448.4,6929.0,4803,2011,1,10,0.0
448.4,6432.0,4802,2011,1,11,0.0
448.4,6002.0,4308,2011,1,12,0.0
448.53,6407.0,3403,2011,1,13,0.0
448.39,6415.0,6021,2011,1,14,
448.19,7002.0,6195,2011,1,15,
447.93,7995.0,8040,2011,1,16,
447.69,7880.0,8012,2011,1,17,
447.38,7987.0,9196,2011,1,18,
447.21,6885.0,8501,2011,1,19,0.0
447.12,8417.0,6999,2011,1,20,0.0
446.73,10095.0,9512,2011,1,21,0.0
446.63,10890.0,9530,2011,1,22,0.0
446.42,7020.0,8997,2011,1,23,0.0
446.24,10011.0,8013,2011,1,24,0.0
446.32,9996.0,7005,2011,1,25,0.0
446.4,10003.0,7004,2011,1,26,0.0
446.48,10000.0,6995,2011,1,27,0.0
446.34,10008.0,9486,2011,1,28,0.0
446.28,9997.0,8496,2011,1,29,0.0
446.23,9989.0,7996,2011,1,30,0.0
446.4,9983.0,7190,2011,1,31,0.0
446.63,9957.0,7487,2011,2,1,0.0
446.43,10972.0,8507,2011,2,2,0.0
446.62,10979.0,7486,2011,2,3,0.0
446.77,11084.0,7007,2011,2,4,0.0
447.18,11587.0,6004,2011,2,5,0.0
447.35,11590.0,7496,2011,2,6,0.0
447.57,10599.0,7616,2011,2,7,0.0
447.58,9006.0,8496,2011,2,8,0.0
447.61,10215.0,7497,2011,2,9,0.0
447.65,10586.0,6997,2011,2,10,0.0
447.61,11201.0,7794,2011,2,11,0.0
447.58,11804.0,8507,2011,2,12,0.0
447.69,12199.0,8177,2011,2,13,0.0
447.96,11190.0,6702,2011,2,14,0.0
448.11,10788.0,7000,2011,2,15,0.0
448.19,10589.0,7521,2011,2,16,0.0
448.17,11575.0,8788,2011,2,17,0.0
448.12,13031.0,8993,2011,2,18,0.0
448.5,12502.0,8009,2011,2,19,0.6900000000000001
448.56,10599.0,8317,2011,2,20,0.0
448.55,8696.0,6286,2011,2,21,0.0
448.34,9983.0,6201,2011,2,22,0.0
448.52,9424.0,3997,2011,2,23,0.0
448.49,8774.0,4891,2011,2,24,0.0
448.29,8401.0,7396,2011,2,25,0.0
448.07,8599.0,7501,2011,2,26,0.14
447.92,8599.0,7299,2011,2,27,0.03
447.29,11389.0,11484,2011,2,28,0.0
446.88,13985.0,11974,2011,3,1,0.0
446.71,14777.0,11492,2011,3,2,0.0
446.9,16201.0,8996,2011,3,3,0.0
447.05,16219.0,10508,2011,3,4,0.0
447.25,15980.0,10525,2011,3,5,0.0
447.39,16191.0,10507,2011,3,6,0.0
447.64,12979.0,10006,2011,3,7,0.0
447.44,15979.0,11016,2011,3,8,0.0
447.45,15986.0,11501,2011,3,9,0.0
447.62,16000.0,9992,2011,3,10,0.0
447.29,16406.0,13978,2011,3,11,0.0
447.18,17003.0,14002,2011,3,12,0.0
447.19,17002.0,12998,2011,3,13,0.0
447.25,16592.0,12019,2011,3,14,0.0
447.4,16584.0,10992,2011,3,15,0.0
447.55,16603.0,10497,2011,3,16,0.0
447.7,12968.0,10006,2011,3,17,0.0
447.61,16813.0,11006,2011,3,18,0.0
447.75,16812.0,11019,2011,3,19,0.0
447.79,16774.0,10013,2011,3,20,0.0
448.1,16205.0,10504,2011,3,21,0.08
448.15,16007.0,11497,2011,3,22,0.0
448.37,16060.0,9510,2011,3,23,0.0
448.51,11320.0,9512,2011,3,24,0.0
448.16,13013.0,11511,2011,3,25,0.0
447.88,15811.0,11992,2011,3,26,0.0
447.84,16407.0,11494,2011,3,27,0.0
448.06,17204.0,12000,2011,3,28,0.0
448.04,17220.0,12835,2011,3,29,0.0
447.99,16787.0,13321,2011,3,30,0.0
448.06,18501.0,12493,2011,3,31,0.0
447.86,18500.0,15618,2011,4,1,0.0
447.72,18617.0,15016,2011,4,2,0.0
447.76,18616.0,14496,2011,4,3,0.0
447.71,18667.0,14515,2011,4,4,0.0
447.56,18782.0,15669,2011,4,5,0.0
447.63,18909.0,14005,2011,4,6,0.04
447.69,19119.0,13006,2011,4,7,0.05
447.69,18907.0,15002,2011,4,8,0.0
447.75,18915.0,14055,2011,4,9,0.02
447.78,18914.0,13956,2011,4,10,0.0
447.92,18109.0,13907,2011,4,11,0.0
448.09,18010.0,13001,2011,4,12,0.0
448.3,17012.0,11496,2011,4,13,0.0
448.72,15803.0,8540,2011,4,14,0.0
448.52,15575.0,13293,2011,4,15,0.0
448.2,17822.0,14733,2011,4,16,0.0
448.13,17819.0,13419,2011,4,17,0.0
448.1,17800.0,14194,2011,4,18,0.0
447.93,18006.0,14801,2011,4,19,0.0
448.0,17596.0,12995,2011,4,20,0.0
448.34,16004.0,9686,2011,4,21,0.0
448.08,17795.0,15211,2011,4,22,0.0
448.13,17796.0,13196,2011,4,23,0.0
448.14,17203.0,13101,2011,4,24,0.0
448.12,15998.0,13195,2011,4,25,0.0
448.29,17014.0,12005,2011,4,26,0.0
448.39,16010.0,10650,2011,4,27,0.0
448.54,17006.0,10401,2011,4,28,0.0
448.66,15983.0,11998,2011,4,29,0.0
448.54,16012.0,12003,2011,4,30,0.0
448.43,15997.0,12008,2011,5,1,0.0
448.3,16001.0,13000,2011,5,2,0.0
448.17,16988.0,13020,2011,5,3,0.0
448.18,17009.0,13002,2011,5,4,0.0
448.35,17200.0,11023,2011,5,5,0.0
448.27,17420.0,13986,2011,5,6,0.0
448.14,16819.0,13325,2011,5,7,0.0
448.18,16820.0,13510,2011,5,8,0.0
448.2,16829.0,12516,2011,5,9,0.0
448.34,16398.0,11494,2011,5,10,0.0
448.47,16014.0,11082,2011,5,11,0.0
448.77,15422.0,9022,2011,5,12,0.0
448.76,14411.0,11270,2011,5,13,0.0
448.64,16418.0,11494,2011,5,14,0.0
448.8,18266.0,11509,2011,5,15,0.0
448.99,14299.0,10995,2011,5,16,0.0
448.93,13997.0,11009,2011,5,17,0.0
448.89,10716.0,9802,2011,5,18,1.8299999999999998
448.88,12715.0,8494,2011,5,19,0.0
448.64,15992.0,10814,2011,5,20,0.0
448.68,14999.0,10803,2011,5,21,0.0
448.63,14998.0,10498,2011,5,22,0.0
448.77,13612.0,10801,2011,5,23,0.0
448.6,13022.0,10399,2011,5,24,0.0
448.6,13992.0,9378,2011,5,25,0.0
448.72,16012.0,8504,2011,5,26,0.0
448.8,16008.0,11499,2011,5,27,0.0
448.69,14995.0,12111,2011,5,28,0.0
448.76,14997.0,11001,2011,5,29,0.0
448.64,15012.0,11225,2011,5,30,0.0
448.68,15003.0,10806,2011,5,31,0.0
448.72,14984.0,10289,2011,6,1,0.0
448.92,15008.0,8671,2011,6,2,0.0
448.75,15001.0,12492,2011,6,3,0.0
448.53,15405.0,12290,2011,6,4,0.0
448.48,16004.0,11704,2011,6,5,0.0
448.36,16007.0,12731,2011,6,6,0.0
448.3,16021.0,12302,2011,6,7,0.0
448.51,15431.0,10003,2011,6,8,0.0
448.7,16007.0,9302,2011,6,9,0.0
448.55,16199.0,12827,2011,6,10,0.0
448.6,16022.0,10992,2011,6,11,0.0
448.53,15692.0,12349,2011,6,12,0.0
448.52,15809.0,11792,2011,6,13,0.0
